"Entry ID","Deposition Date","Release Date","PDB ID",
"6JWS","2019-04-21","2020-02-12","6JWS",
"7N7P","2021-06-10","2021-09-01","7N7P",
"7N6I","2021-06-08","2021-07-28","7N6I",
"6SBQ","2019-07-22","2020-03-25","6SBQ",
"6JP9","2019-03-26","2020-04-22","6JP9",
"7N0L","2021-05-25","2021-09-15","7N0L",
"6JEC","2019-02-05","2020-02-05","6JEC",
"6S5E","2019-07-01","2020-01-08","6S5E",
"6S5C","2019-07-01","2020-01-08","6S5C",
"6S5D","2019-07-01","2020-01-08","6S5D",
"6S5N","2019-07-02","2020-01-08","6S5N",
"6S2J","2019-06-21","2020-01-08","6S2J",
"6RFU","2019-04-16","2020-02-19","6RFU",
"7DC7","2020-10-23","2021-01-13","7DC7",
"7DAY","2020-10-18","2021-02-10","7DAY",
"6QYF","2019-03-08","2020-03-25","6QYF",
"6QYG","2019-03-08","2020-03-25","6QYG",
"7CZ3","2020-09-07","2021-01-13","7CZ3",
"7LGQ","2021-01-20","2021-08-18","7LGQ",
"7LDV","2021-01-14","2021-09-01","7LDV",
"7CRC","2020-08-13","2020-12-16","7CRC",
"7D09","2020-09-09","2020-12-16","7D09",
"7CNX","2020-08-03","2021-03-24","7CNX",
"7D08","2020-09-09","2020-12-16","7D08",
"7CNW","2020-08-03","2021-03-24","7CNW",
"7CNZ","2020-08-03","2021-03-24","7CNZ",
"7CNY","2020-08-03","2021-03-24","7CNY",
"7CKI","2020-07-17","2021-07-21","7CKI",
"7KZX","2020-12-10","2021-01-06","7KZX",
"7KZZ","2020-12-10","2021-01-06","7KZZ",
"6YX3","2020-04-30","2021-05-12","6YX3",
"6YUS","2020-04-27","2020-08-19","6YUS",
"7L81","2020-12-30","2021-03-03","7L81",
"7L7Z","2020-12-30","2021-03-03","7L7Z",
"7KVY","2020-11-29","2020-12-30","7KVY",
"6YSW","2020-04-23","2021-05-12","6YSW",
"6YT3","2020-04-23","2020-12-09","6YT3",
"6Z46","2020-05-22","2020-08-05","6Z46",
"7KRV","2020-11-20","2021-09-15","7KRV",
"7L3Q","2020-12-18","2020-12-30","7L3Q",
"7CAG","2020-06-08","2020-12-02","7CAG",
"7L1A","2020-12-14","2021-03-17","7L1A",
"7BY5","2020-04-21","2021-02-17","7BY5",
"7KEK","2020-10-11","2021-09-29","7KEK",
"6YBP","2020-03-17","2020-10-28","6YBP",
"6YBQ","2020-03-17","2020-10-28","6YBQ",
"7KCE","2020-10-05","2021-04-21","7KCE",
"6YB5","2020-03-15","2021-02-24","6YB5",
"6YB3","2020-03-15","2021-02-24","6YB3",
"6YAR","2020-03-12","2021-02-24","6YAR",
"7KCC","2020-10-05","2021-04-21","7KCC",
"6YAY","2020-03-14","2021-02-24","6YAY",
"7C1Z","2020-05-06","2020-11-18","7C1Z",
"6XXQ","2020-01-28","2020-04-15","6XXQ",
"7BHS","2021-01-11","2021-04-21","7BHS",
"7BHR","2021-01-11","2021-04-21","7BHR",
"7BHU","2021-01-11","2021-04-21","7BHU",
"7BHT","2021-01-11","2021-04-21","7BHT",
"7BHW","2021-01-11","2021-04-21","7BHW",
"7BHV","2021-01-11","2021-04-21","7BHV",
"7BHX","2021-01-11","2021-04-21","7BHX",
"6PE0","2019-06-19","2020-02-12","6PE0",
"7K84","2020-09-25","2020-10-14","7K84",
"7K7Y","2020-09-24","2020-10-14","7K7Y",
"7K5B","2020-09-16","2021-09-29","7K5B",
"7JU8","2020-08-19","2021-08-04","7JU8",
"6PAN","2019-06-11","2020-06-24","6PAN",
"6PAO","2019-06-11","2020-06-24","6PAO",
"7K58","2020-09-16","2021-09-29","7K58",
"7K2T","2020-09-09","2021-01-13","7K2T",
"7JQV","2020-08-11","2021-07-21","7JQV",
"6WJN","2020-04-14","2020-08-05","6WJN",
"6ZQA","2020-07-09","2020-09-23","6ZQA",
"6ZCE","2020-06-10","2020-10-07","6ZCE",
"7R7T","2021-06-25","2021-08-04","7R7T",
"7R7S","2021-06-25","2021-08-04","7R7S",
"6WD2","2020-03-31","2020-07-08","6WD2",
"6WD3","2020-03-31","2020-07-08","6WD3",
"6WD8","2020-03-31","2020-07-08","6WD8",
"6WD9","2020-03-31","2020-07-08","6WD9",
"6WD7","2020-03-31","2020-07-08","6WD7",
"6WD4","2020-03-31","2020-07-08","6WD4",
"6WD5","2020-03-31","2020-07-08","6WD5",
"6WDA","2020-03-31","2020-07-08","6WDA",
"6T48","2019-10-12","2020-01-15","6T48",
"6T4C","2019-10-13","2020-01-15","6T4C",
"6T40","2019-10-11","2020-08-19","6T40",
"7DRW","2020-12-29","2021-01-20","7DRW",
"7DR6","2020-12-26","2021-01-20","7DR6",
"7LOV","2021-02-10","2021-11-17","7LOV",
"7C9V","2020-06-07","2020-07-29","7C9V",
"7S5V","2021-09-12","2021-12-01","7S5V",
"7AP7","2020-10-16","2021-08-25","7AP7",
"7AHV","2020-09-25","2021-07-07","7AHV",
"6WUA","2020-05-04","2020-11-04","6WUA",
"7AFR","2020-09-19","2021-07-07","7AFR",
"6X16","2020-05-18","2020-11-18","6X16",
"6X17","2020-05-18","2020-11-18","6X17",
"6X14","2020-05-18","2020-11-18","6X14",
"6X15","2020-05-18","2020-11-18","6X15",
"6X12","2020-05-18","2020-11-18","6X12",
"6X13","2020-05-18","2020-11-18","6X13",
"6WI4","2020-04-08","2020-08-26","6WI4",
"6WFK","2020-04-03","2020-07-01","6WFK",
"6WFG","2020-04-03","2020-07-01","6WFG",
"7A5O","2020-08-21","2020-10-21","7A5O",
"6NS7","2019-01-24","2020-07-29","6NS7",
"6VT9","2020-02-12","2020-04-08","6VT9",
"6VT6","2020-02-12","2020-04-08","6VT6",
"6VTD","2020-02-12","2020-04-08","6VTD",
"6VTB","2020-02-12","2020-04-08","6VTB",
"6W2D","2020-03-05","2020-07-15","6W2D",
"6W2E","2020-03-05","2020-07-15","6W2E",
"6VF1","2020-01-03","2021-09-01","6VF1",
"6VF2","2020-01-03","2021-09-01","6VF2",
"6VF0","2020-01-03","2021-09-01","6VF0",
"6VEZ","2020-01-03","2021-09-01","6VEZ",
"6VF9","2020-01-03","2021-09-01","6VF9",
"6VF8","2020-01-03","2021-09-01","6VF8",
"6VD1","2019-12-23","2020-02-26","6VD1",
"6V6D","2019-12-05","2020-04-01","6V6D",
"6LQ2","2020-01-12","2020-07-01","6LQ2",
"6LQ3","2020-01-12","2020-07-01","6LQ3",
"6LQ0","2020-01-12","2020-07-01","6LQ0",
"6LQ1","2020-01-12","2020-07-01","6LQ1",
"6LPY","2020-01-12","2020-07-01","6LPY",
"6LQ8","2020-01-13","2020-11-25","6LQ8",
"6LQ6","2020-01-13","2020-07-01","6LQ6",
"6LQ7","2020-01-13","2020-07-01","6LQ7",
"7P05","2021-06-29","2021-11-10","7P05",
"6LKS","2019-12-20","2020-10-21","6LKS",
"6U1G","2019-08-15","2020-05-06","6U1G",
"6U1E","2019-08-15","2020-05-06","6U1E",
"6U1F","2019-08-15","2020-05-06","6U1F",
"6U1D","2019-08-15","2020-05-06","6U1D",
"6TM2","2019-12-03","2020-10-21","6TM2",
"7NXM","2021-03-18","2021-09-08","7NXM",
"7NXL","2021-03-18","2021-09-08","7NXL",
"6TAX","2019-10-31","2020-07-01","6TAX",
"6TAY","2019-10-31","2020-07-01","6TAY",
"6T8W","2019-10-25","2020-03-04","6T8W",
"6T8U","2019-10-25","2020-03-04","6T8U",
"6T8V","2019-10-25","2020-03-04","6T8V",
"6SP0","2019-08-30","2020-07-01","6SP0",
"6JWQ","2019-04-21","2020-02-12","6JWQ",
"6JWY","2019-04-21","2020-02-12","6JWY",
"6JWW","2019-04-21","2020-02-12","6JWW",
"6JWT","2019-04-21","2020-02-12","6JWT",
"6S81","2019-07-08","2020-02-05","6S81",
"7DWB","2021-01-17","2021-05-26","7DWB",
"6RMD","2019-05-06","2020-07-15","6RMD",
"6QZU","2019-03-12","2020-04-01","6QZU",
"7CQ5","2020-08-08","2020-11-11","7CQ5",
"6R0G","2019-03-12","2020-04-01","6R0G",
"6R0F","2019-03-12","2020-04-01","6R0F",
"6R0T","2019-03-13","2020-04-01","6R0T",
"6R0R","2019-03-13","2020-04-01","6R0R",
"6R0P","2019-03-13","2020-04-01","6R0P",
"7KZI","2020-12-10","2021-05-12","7KZI",
"7CH0","2020-07-03","2020-09-09","7CH0",
"7CGN","2020-07-01","2020-09-09","7CGN",
"7KSW","2020-11-24","2021-12-01","7KSW",
"7KSY","2020-11-24","2021-12-01","7KSY",
"7KSX","2020-11-24","2021-12-01","7KSX",
"6YEL","2020-03-25","2020-09-02","6YEL",
"6YBU","2020-03-17","2021-02-24","6YBU",
"7BR7","2020-03-26","2020-09-30","7BR7",
"7BQX","2020-03-25","2020-09-30","7BQX",
"6PFZ","2019-06-23","2020-07-01","6PFZ",
"6PDT","2019-06-19","2020-03-11","6PDT",
"7JTN","2020-08-18","2020-12-09","7JTN",
"7JTQ","2020-08-18","2020-12-09","7JTQ",
"7JVQ","2020-08-22","2021-02-24","7JVQ",
"7JVP","2020-08-22","2021-02-24","7JVP",
"7JV5","2020-08-20","2021-02-24","7JV5",
"7S0Y","2021-08-31","2021-09-08","7S0Y",
"7NHK","2021-02-10","2021-05-05","7NHK",
"6ZVI","2020-07-24","2020-09-09","6ZVI",
"7B93","2020-12-14","2021-05-26","7B93",
"7AK6","2020-09-29","2021-02-03","7AK6",
"7AK5","2020-09-29","2021-02-03","7AK5",
"6LQU","2020-01-14","2020-09-16","6LQU",
"6ZU9","2020-07-22","2020-10-28","6ZU9",
"7AY4","2020-11-11","2020-12-16","7AY4",
"7B4R","2020-12-02","2021-11-10","7B4R",
"7B4S","2020-12-02","2021-11-10","7B4S",
"7AIQ","2020-09-28","2021-06-02","7AIQ",
"7AHU","2020-09-25","2021-07-07","7AHU",
"7AI5","2020-09-26","2021-03-31","7AI5",
"6WUK","2020-05-04","2020-05-20","6WUK",
"6X0T","2020-05-17","2021-05-19","6X0T",
"6W7V","2020-03-19","2020-10-21","6W7V",
"6VUM","2020-02-16","2020-05-13","6VUM",
"6VTM","2020-02-13","2020-04-22","6VTM",
"6W18","2020-03-03","2020-08-12","6W18",
"6VLU","2020-01-27","2020-05-06","6VLU",
"6VBG","2019-12-18","2020-11-25","6VBG",
"7PQD","2021-09-17","2021-11-24","7PQD",
"6UY0","2019-11-09","2020-06-10","6UY0",
"6UWF","2019-11-05","2020-06-03","6UWF",
"6UWL","2019-11-05","2020-04-22","6UWL",
"6UDO","2019-09-19","2020-03-25","6UDO",
"6UC2","2019-09-13","2020-03-25","6UC2",
"6LQ4","2020-01-13","2020-07-01","6LQ4",
"6LQ5","2020-01-13","2020-07-01","6LQ5",
"5QTY","2019-11-13","2020-01-29","5QTY",
"7OJ8","2021-05-14","2021-07-21","7OJ8",
"7OJH","2021-05-15","2021-07-21","7OJH",
"6U8N","2019-09-05","2020-03-25","6U8N",
"7OJI","2021-05-16","2021-07-21","7OJI",
"5QTW","2019-11-13","2020-01-29","5QTW",
"5QTX","2019-11-13","2020-01-29","5QTX",
"5QTV","2019-11-13","2020-01-29","5QTV",
"6U8R","2019-09-05","2020-03-25","6U8R",
"7OGM","2021-05-06","2021-07-07","7OGM",
"7NZ0","2021-03-23","2021-07-07","7NZ0",
"7NZ3","2021-03-23","2021-07-07","7NZ3",
"7NZ2","2021-03-23","2021-07-07","7NZ2",
"7NYX","2021-03-23","2021-07-07","7NYX",
"7NYW","2021-03-23","2021-07-07","7NYW",
"7NYZ","2021-03-23","2021-07-07","7NYZ",
"6TAV","2019-10-30","2021-05-12","6TAV",
"6KN1","2019-08-02","2020-03-11","6KN1",
"6KMU","2019-08-01","2020-03-11","6KMU",
"6KMT","2019-08-01","2020-03-11","6KMT",
"6SR6","2019-09-05","2020-03-25","6SR6",
"7EKL","2021-04-05","2021-08-25","7EKL",
"7E7Q","2021-02-26","2021-06-30","7E7Q",
"7MD3","2021-04-03","2021-08-11","7MD3",
"6ZP3","2020-07-08","2021-05-19","6ZP3",
"6QXR","2019-03-07","2020-03-25","6QXR",
"6QXQ","2019-03-07","2020-03-25","6QXQ",
"6ZJD","2020-06-28","2020-09-16","6ZJD",
"6QWU","2019-03-06","2020-03-25","6QWU",
"6Z6Z","2020-05-29","2021-06-09","6Z6Z",
"6YS5","2020-04-21","2020-09-16","6YS5",
"6Z27","2020-05-15","2020-12-02","6Z27",
"6Z2C","2020-05-15","2021-05-26","6Z2C",
"6YO0","2020-04-14","2020-09-30","6YO0",
"6YNX","2020-04-14","2020-09-30","6YNX",
"7L1R","2020-12-15","2021-07-21","7L1R",
"7L1Q","2020-12-15","2021-07-21","7L1Q",
"7L1S","2020-12-15","2021-07-21","7L1S",
"6YII","2020-04-01","2020-06-17","6YII",
"6YGD","2020-03-27","2020-10-28","6YGD",
"6YGB","2020-03-27","2020-10-28","6YGB",
"7BUR","2020-04-08","2020-08-19","7BUR",
"7KDV","2020-10-09","2021-03-17","7KDV",
"7C2H","2020-05-07","2020-08-05","7C2H",
"7C2G","2020-05-07","2020-08-05","7C2G",
"7C2F","2020-05-07","2020-08-05","7C2F",
"6XVD","2020-01-21","2020-02-19","6XVD",
"7BDW","2020-12-22","2021-11-10","7BDW",
"6XPE","2020-07-08","2020-08-05","6XPE",
"6XPF","2020-07-08","2020-08-05","6XPF",
"6XPD","2020-07-08","2020-08-05","6XPD",
"6WW3","2020-05-07","2020-08-05","6WW3",
"6UZ7","2019-11-14","2020-01-15","6UZ7",
"6V39","2019-11-25","2020-02-05","6V39",
"6UMX","2019-10-10","2020-02-26","6UMX",
"7NWH","2021-03-16","2021-07-07","7NWH",
"7NWG","2021-03-16","2021-07-07","7NWG",
"7NWI","2021-03-16","2021-07-07","7NWI",
"7NHM","2021-02-10","2021-05-05","7NHM",
"7NHL","2021-02-10","2021-05-05","7NHL",
"6T56","2019-10-15","2020-11-18","6T56",
"6T54","2019-10-15","2020-11-18","6T54",
"6T55","2019-10-15","2020-11-18","6T55",
"6T53","2019-10-15","2020-11-18","6T53",
"6RW4","2019-06-03","2020-06-03","6RW4",
"6ZQG","2020-07-09","2020-09-23","6ZQG",
"7KEU","2020-10-12","2020-11-25","7KEU",
"6Y7C","2020-02-28","2020-03-18","6Y7C",
"6P9X","2019-06-10","2020-02-05","6P9X",
"6X5G","2020-05-26","2020-12-23","6X5G",
"6WQA","2020-04-28","2020-11-18","6WQA",
"6ZMN","2020-07-03","2020-08-26","6ZMN",
"6PB1","2019-06-12","2020-02-12","6PB1",
"6ZTQ","2020-07-20","2020-10-21","6ZTQ",
"6ZR2","2020-07-10","2020-10-21","6ZR2",
"7JM7","2020-07-31","2020-09-02","7JM7",
"7JG5","2020-07-18","2020-08-19","7JG5",
"7JGA","2020-07-18","2020-08-19","7JGA",
"7AIR","2020-09-28","2021-06-02","7AIR",
"7AIP","2020-09-28","2021-06-02","7AIP",
"6WTD","2020-05-02","2020-08-26","6WTD",
"6W8Z","2020-03-21","2021-01-13","6W8Z",
"6W8Y","2020-03-21","2021-01-13","6W8Y",
"6W8M","2020-03-20","2021-01-13","6W8M",
"6W8K","2020-03-20","2021-01-13","6W8K",
"6W91","2020-03-21","2021-01-13","6W91",
"6W8Q","2020-03-21","2021-01-13","6W8Q",
"6W7H","2020-03-19","2021-01-13","6W7H",
"6VUQ","2020-02-16","2021-01-13","6VUQ",
"6W50","2020-03-12","2020-06-10","6W50",
"6W0T","2020-03-02","2021-01-13","6W0T",
"6VFY","2020-01-06","2020-01-29","6VFY",
"6VF5","2020-01-03","2021-09-01","6VF5",
"6VF6","2020-01-03","2021-09-01","6VF6",
"6VF3","2020-01-03","2021-09-01","6VF3",
"6VF4","2020-01-03","2021-09-01","6VF4",
"6VF7","2020-01-03","2021-09-01","6VF7",
"6VFC","2020-01-03","2021-09-01","6VFC",
"6VFA","2020-01-03","2021-09-01","6VFA",
"6VFB","2020-01-03","2021-09-01","6VFB",
"6UUZ","2019-11-01","2020-01-01","6UUZ",
"6UDQ","2019-09-19","2020-03-25","6UDQ",
"6M3C","2020-03-03","2020-07-08","6M3C",
"6UAJ","2019-09-10","2020-03-25","6UAJ",
"6UA2","2019-09-10","2020-03-25","6UA2",
"6UA4","2019-09-10","2020-03-25","6UA4",
"7P2Q","2021-07-06","2021-10-06","7P2Q",
"7P2P","2021-07-06","2021-10-06","7P2P",
"6U9O","2019-09-09","2020-03-25","6U9O",
"6L57","2019-10-22","2020-04-29","6L57",
"6L59","2019-10-22","2020-04-29","6L59",
"6KID","2019-07-18","2021-01-27","6KID",
"7NIP","2021-02-13","2021-03-03","7NIP",
"7MD2","2021-04-03","2021-08-11","7MD2",
"7MBO","2021-04-01","2021-09-15","7MBO",
"7DOP","2020-12-15","2021-03-24","7DOP",
"7LKZ","2021-02-03","2021-03-03","7LKZ",
"7LIW","2021-01-28","2021-05-19","7LIW",
"6YTF","2020-04-24","2020-09-16","6YTF",
"7KST","2020-11-24","2021-12-01","7KST",
"7KSV","2020-11-24","2021-12-01","7KSV",
"6Z0U","2020-05-11","2020-10-14","6Z0U",
"6Z0V","2020-05-11","2020-10-14","6Z0V",
"6Z1J","2020-05-13","2020-12-02","6Z1J",
"6Z02","2020-05-07","2020-12-02","6Z02",
"7BKP","2021-01-16","2021-11-17","7BKP",
"6VOG","2020-01-30","2020-09-09","6VOG",
"6VOO","2020-01-30","2020-09-09","6VOO",
"6VOM","2020-01-30","2020-09-09","6VOM",
"6VOK","2020-01-30","2020-09-09","6VOK",
"6VOI","2020-01-30","2020-09-09","6VOI",
"6VMD","2020-01-27","2020-09-09","6VMD",
"7PW7","2021-10-06","2021-12-01","7PW7",
"7PW9","2021-10-06","2021-12-01","7PW9",
"6V6Z","2019-12-06","2020-04-29","6V6Z",
"6UUC","2019-10-30","2020-08-26","6UUC",
"7OY8","2021-06-23","2021-09-22","7OY8",
"6M3B","2020-03-03","2020-07-08","6M3B",
"6LP7","2020-01-09","2020-09-30","6LP7",
"6LP8","2020-01-09","2020-09-30","6LP8",
"6LP6","2020-01-09","2020-09-30","6LP6",
"6U9D","2019-09-08","2020-07-15","6U9D",
"7OE1","2021-04-30","2021-07-14","7OE1",
"7OE0","2021-04-30","2021-07-14","7OE0",
"6TMH","2019-12-04","2020-12-16","6TMH",
"6THA","2019-11-19","2020-11-25","6THA",
"5QDB","2017-12-01","2020-06-03","5QDB",
"7FBP","2021-07-12","2021-11-10","7FBP",
"6KMV","2019-08-01","2020-03-11","6KMV",
"7EQD","2021-05-01","2021-08-18","7EQD",
"6JMD","2019-03-08","2020-03-18","6JMD",
"6JME","2019-03-08","2020-03-18","6JME",
"6RCX","2019-04-12","2020-04-15","6RCX",
"6ZNO","2020-07-06","2020-07-29","6ZNO",
"6ZNN","2020-07-06","2020-07-29","6ZNN",
"6ZO4","2020-07-07","2020-07-29","6ZO4",
"7CTE","2020-08-18","2021-01-06","7CTE",
"6ZC6","2020-06-09","2021-06-23","6ZC6",
"6ZC8","2020-06-10","2021-06-23","6ZC8",
"6Z5R","2020-05-27","2021-01-13","6Z5R",
"6Z5S","2020-05-27","2021-01-13","6Z5S",
"6YNZ","2020-04-14","2020-09-30","6YNZ",
"6YNY","2020-04-14","2020-09-30","6YNY",
"6PMJ","2019-07-02","2020-05-13","6PMJ",
"6PMI","2019-07-02","2020-05-13","6PMI",
"7JPQ","2020-08-09","2020-09-02","7JPQ",
"7A09","2020-08-07","2020-10-14","7A09",
"6ZVJ","2020-07-24","2020-10-07","6ZVJ",
"7B7D","2020-12-10","2021-03-10","7B7D",
"6WDK","2020-03-31","2020-07-08","6WDK",
"6WDH","2020-03-31","2020-07-01","6WDH",
"6WDI","2020-03-31","2020-07-01","6WDI",
"6WDD","2020-03-31","2020-07-01","6WDD",
"6WDR","2020-04-01","2020-09-30","6WDR",
"6WDM","2020-03-31","2020-07-01","6WDM",
"6WDB","2020-03-31","2020-07-01","6WDB",
"6WDC","2020-03-31","2020-07-01","6WDC",
"6NBE","2018-12-07","2020-04-15","6NBE",
"7NVG","2021-03-15","2021-05-05","7NVG",
"7NHN","2021-02-10","2021-05-05","7NHN",
"6RW5","2019-06-03","2020-06-03","6RW5",
"6ZQF","2020-07-09","2020-09-23","6ZQF",
"7JVX","2020-08-24","2021-08-04","7JVX",
"7JUL","2020-08-20","2021-08-11","7JUL",
"7JUK","2020-08-19","2021-10-13","7JUK",
"7JN7","2020-08-04","2021-05-19","7JN7",
"7JKQ","2020-07-28","2021-05-26","7JKQ",
"7JK6","2020-07-27","2020-09-09","7JK6",
"6X43","2020-05-22","2021-02-03","6X43",
"6X50","2020-05-24","2021-02-03","6X50",
"6X2N","2020-05-20","2021-02-03","6X2N",
"7R8E","2021-06-26","2021-09-08","7R8E",
"6WF3","2020-04-03","2020-07-01","6WF3",
"6VZG","2020-02-28","2020-12-02","6VZG",
"6VOF","2020-01-30","2020-09-09","6VOF",
"6VON","2020-01-30","2020-09-09","6VON",
"6VOL","2020-01-30","2020-09-09","6VOL",
"6VOJ","2020-01-30","2020-09-09","6VOJ",
"6VOH","2020-01-30","2020-09-09","6VOH",
"6VMB","2020-01-27","2020-09-09","6VMB",
"6VIE","2020-01-13","2020-07-01","6VIE",
"7PW4","2021-10-06","2021-12-01","7PW4",
"7PW5","2021-10-06","2021-12-01","7PW5",
"7PW8","2021-10-06","2021-12-01","7PW8",
"6UHS","2019-09-27","2020-09-16","6UHS",
"7OZ1","2021-06-25","2021-09-22","7OZ1",
"6LOS","2020-01-07","2020-09-02","6LOS",
"6TY3","2020-01-15","2020-08-19","6TY3",
"6TY4","2020-01-15","2020-08-19","6TY4",
"6KMZ","2019-08-01","2020-03-11","6KMZ",
"6KN0","2019-08-02","2020-03-11","6KN0",
"6SWE","2019-09-20","2020-02-19","6SWE",
"6SVY","2019-09-19","2020-05-13","6SVY",
"6SUA","2019-09-13","2020-06-17","6SUA",
"6SUK","2019-09-15","2020-05-13","6SUK",
"6JH8","2019-02-17","2020-02-19","6JH8",
"7MIT","2021-04-17","2021-10-13","7MIT",
"7MJQ","2021-04-20","2021-10-13","7MJQ",
"7MJP","2021-04-20","2021-10-13","7MJP",
"7MJO","2021-04-20","2021-10-13","7MJO",
"6JCU","2019-01-30","2020-02-05","6JCU",
"6JBK","2019-01-25","2020-02-05","6JBK",
"6ZZ6","2020-08-04","2020-09-30","6ZZ6",
"6ZNM","2020-07-06","2020-07-29","6ZNM",
"7CTF","2020-08-18","2021-01-06","7CTF",
"7CTG","2020-08-18","2021-01-06","7CTG",
"7CQC","2020-08-10","2021-05-19","7CQC",
"7CQD","2020-08-10","2021-05-19","7CQD",
"7KX0","2020-12-02","2021-09-08","7KX0",
"6YJ0","2020-04-02","2021-04-14","6YJ0",
"6XVP","2020-01-22","2020-05-13","6XVP",
"7JTG","2020-08-17","2021-03-10","7JTG",
"7JTF","2020-08-17","2021-03-10","7JTF",
"7JU4","2020-08-19","2020-12-16","7JU4",
"7JPR","2020-08-09","2020-09-09","7JPR",
"7JPO","2020-08-09","2020-09-02","7JPO",
"7JPP","2020-08-09","2020-09-09","7JPP",
"6TE1","2019-11-11","2020-06-03","6TE1",
"6PB0","2019-06-12","2020-02-12","6PB0",
"6XIR","2020-06-21","2020-08-26","6XIR",
"7AFL","2020-09-19","2021-07-07","7AFL",
"6WOO","2020-04-25","2020-09-23","6WOO",
"7A1G","2020-08-13","2020-10-14","7A1G",
"7A01","2020-08-05","2020-12-30","7A01",
"6SV4","2019-09-17","2020-03-04","6SV4",
"6SNT","2019-08-27","2020-03-04","6SNT",
"6ZVK","2020-07-24","2020-12-23","6ZVK",
"7MQ8","2021-05-05","2021-09-22","7MQ8",
"6P9V","2019-06-10","2020-04-22","6P9V",
"7JK5","2020-07-27","2020-09-09","7JK5",
"7JK2","2020-07-27","2020-09-09","7JK2",
"7JK4","2020-07-27","2020-09-09","7JK4",
"7JK3","2020-07-27","2020-09-09","7JK3",
"7JGR","2020-07-19","2020-09-09","7JGR",
"7JGS","2020-07-19","2020-09-09","7JGS",
"6OQW","2019-04-29","2020-06-24","6OQW",
"6OQU","2019-04-29","2020-06-03","6OQU",
"6OQV","2019-04-29","2020-06-03","6OQV",
"6OQS","2019-04-29","2020-06-03","6OQS",
"6OQT","2019-04-29","2020-06-03","6OQT",
"6OQR","2019-04-29","2020-06-03","6OQR",
"7ANQ","2020-10-12","2021-10-20","7ANQ",
"7AK0","2020-09-29","2020-12-09","7AK0",
"7AK1","2020-09-29","2020-12-09","7AK1",
"6WNR","2020-04-23","2020-06-03","6WNR",
"6WNQ","2020-04-23","2020-06-03","6WNQ",
"7A41","2020-08-19","2020-12-02","7A41",
"6WBS","2020-03-27","2021-04-07","6WBS",
"6VZ4","2020-02-27","2020-12-02","6VZ4",
"6W6P","2020-03-17","2020-10-14","6W6P",
"6W17","2020-03-03","2020-08-12","6W17",
"6UYG","2019-11-13","2020-04-22","6UYG",
"6UYF","2019-11-13","2020-04-22","6UYF",
"6V7O","2019-12-09","2020-02-19","6V7O",
"6MC1","2018-08-30","2020-08-19","6MC1",
"6V3E","2019-11-25","2020-02-05","6V3E",
"7PAV","2021-07-30","2021-11-17","7PAV",
"7PAW","2021-07-30","2021-11-17","7PAW",
"6UK1","2019-10-03","2020-10-07","6UK1",
"6M6O","2020-03-16","2021-03-17","6M6O",
"6TQK","2019-12-16","2020-11-04","6TQK",
"6TQL","2019-12-16","2020-11-04","6TQL",
"6TMK","2019-12-04","2020-12-16","6TMK",
"6KWX","2019-09-09","2020-04-01","6KWX",
"7NYD","2021-03-22","2021-10-06","7NYD",
"7NYC","2021-03-22","2021-10-06","7NYC",
"7N70","2021-06-09","2021-11-10","7N70",
"7N76","2021-06-09","2021-11-10","7N76",
"7N75","2021-06-09","2021-11-10","7N75",
"7N78","2021-06-09","2021-11-10","7N78",
"7N77","2021-06-09","2021-11-10","7N77",
"7N72","2021-06-09","2021-11-10","7N72",
"7N73","2021-06-09","2021-11-10","7N73",
"6SAD","2019-07-16","2020-01-22","6SAD",
"6S9K","2019-07-15","2020-01-22","6S9K",
"6S8V","2019-07-10","2020-03-04","6S8V",
"7M4U","2021-03-22","2021-05-19","7M4U",
"7LDG","2021-01-13","2021-08-11","7LDG",
"6YVR","2020-04-28","2021-02-10","6YVR",
"6YP9","2020-04-15","2020-12-09","6YP9",
"7KN0","2020-11-03","2021-09-15","7KN0",
"7BT2","2020-03-31","2020-07-15","7BT2",
"6PQV","2019-07-10","2020-06-03","6PQV",
"7SHM","2021-10-09","2021-11-03","7SHM",
"7BDX","2020-12-22","2021-07-07","7BDX",
"7JPS","2020-08-09","2020-09-09","7JPS",
"6V18","2019-11-20","2020-11-25","6V18",
"6V19","2019-11-20","2020-11-25","6V19",
"6V15","2019-11-19","2020-11-25","6V15",
"6V13","2019-11-19","2020-11-25","6V13",
"6V1A","2019-11-20","2020-11-25","6V1A",
"6V0Y","2019-11-19","2020-11-25","6V0Y",
"7JVR","2020-08-22","2021-02-24","7JVR",
"6XIQ","2020-06-21","2020-08-26","6XIQ",
"6LQT","2020-01-14","2020-09-16","6LQT",
"6TNU","2019-12-10","2020-04-22","6TNU",
"7N31","2021-05-31","2021-07-14","7N31",
"7N30","2021-05-30","2021-07-14","7N30",
"7N2U","2021-05-29","2021-07-14","7N2U",
"6ZQE","2020-07-09","2020-09-23","6ZQE",
"7AZP","2020-11-17","2021-02-10","7AZP",
"7S5H","2021-09-10","2021-11-03","7S5H",
"7AM2","2020-10-07","2021-04-28","7AM2",
"6WJ6","2020-04-12","2020-08-26","6WJ6",
"6W06","2020-02-29","2020-12-16","6W06",
"6LDP","2019-11-22","2020-10-21","6LDP",
"6TT3","2019-12-23","2020-04-01","6TT3",
"6TT4","2019-12-23","2020-04-01","6TT4",
"6TT1","2019-12-23","2020-04-01","6TT1",
